Data Set 7:Time(s),Data Set 7:Force 1(N),Data Set 7:Force 2(N),,0,,
13.1,0.01047516,-0.0168228,0.00634764,4.67E+00,,
13.105,0.01467133,-0.0336456,0.01897427,4.67E+00,,
13.11,0.01257324,-0.0147247,0.00215146,4.67E+00,,
13.115,0.01676178,-0.0168228,0.00006102,4.67E+00,,
13.12,0.0230484,-0.0378494,0.014801,4.67E+00,,
13.125,0.01885986,-0.0441589,0.02529904,4.67E+00,,
13.13,0.0230484,-0.0441589,0.0211105,4.67E+00,,
13.135,0.02095795,-0.0504684,0.02951045,4.67E+00,,
13.14,0.01047516,-0.0483627,0.03788754,4.67E+00,,
13.145,0.01257324,-0.0525742,0.04000096,4.67E+00,,
13.15,0.01047516,-0.0546722,0.04419704,4.67E+00,,
13.155,0.0083847,-0.0504684,0.0420837,4.67E+00,,
13.16,0.02095795,-0.0420609,0.02110295,4.67E+00,,
13.165,0.02095795,-0.0483627,0.02740475,4.67E+00,,
13.17,0.0230484,-0.0441589,0.0211105,4.67E+00,,
13.175,0.01676178,-0.0525742,0.03581242,4.67E+00,,
13.18,0.01676178,-0.0504684,0.03370662,4.67E+00,,
13.185,0.01257324,-0.056778,0.04420476,4.67E+00,,
13.19,0.01676178,-0.0504684,0.03370662,4.67E+00,,
13.195,0.01257324,-0.0525742,0.04000096,4.67E+00,,
13.2,0.01257324,-0.0441589,0.03158566,4.67E+00,,
13.205,0.01885986,-0.0483627,0.02950284,4.67E+00,,
13.21,0.0083847,-0.0147247,0.00634,4.67E+00,,
13.215,0.01467133,-0.0336456,0.01897427,4.67E+00,,
13.22,0.01467133,-0.0336456,0.01897427,4.67E+00,,
13.225,0.00418854,-0.0420609,0.03787236,4.67E+00,,
13.23,0.0230484,-0.0084152,-0.0146332,4.67E+00,,
13.235,0.02095795,-0.025238,0.00428005,4.67E+00,,
13.24,0.01257324,-0.0441589,0.03158566,4.67E+00,,
13.245,0.01257324,-0.0441589,0.03158566,4.67E+00,,
13.25,0.01047516,-0.0483627,0.03788754,4.68E+00,,
13.255,0.01676178,-0.0399551,0.02319332,4.68E+00,,
13.26,0.01467133,-0.0420609,0.02738957,4.68E+00,,
13.265,0.01676178,-0.0441589,0.02739712,4.68E+00,,
13.27,0.03143311,-0.0462646,0.01483149,4.68E+00,,
13.275,0.02514648,-0.0504684,0.02532192,4.68E+00,,
13.28,0.01467133,-0.0504684,0.03579707,4.68E+00,,
13.285,0.01885986,-0.0504684,0.03160854,4.68E+00,,
13.29,0.01467133,-0.0441589,0.02948757,4.68E+00,,
13.295,0.01885986,-0.0483627,0.02950284,4.68E+00,,
13.3,0.0230484,-0.0483627,0.0253143,4.68E+00,,
13.305,0.01467133,-0.0546722,0.04000087,4.68E+00,,
13.31,0.01676178,-0.0525742,0.03581242,4.68E+00,,
13.315,0.00628662,-0.0273361,0.02104948,4.68E+00,,
13.32,0.0083847,-0.0147247,0.00634,4.68E+00,,
13.325,0.01467133,-0.0315399,0.01686857,4.68E+00,,
13.33,0.01467133,-0.0399551,0.02528377,4.68E+00,,
13.335,0.01676178,-0.0420609,0.02529912,4.68E+00,,
13.34,0.02095795,-0.0483627,0.02740475,4.68E+00,,
13.345,0.01257324,-0.0441589,0.03158566,4.68E+00,,
13.35,0.01257324,-0.0483627,0.03578946,4.68E+00,,
13.355,0.00628662,-0.0525742,0.04628758,4.68E+00,,
13.36,0.01047516,-0.0546722,0.04419704,4.68E+00,,
13.365,0.01467133,-0.0483627,0.03369137,4.68E+00,,
13.37,0.01257324,-0.0525742,0.04000096,4.68E+00,,
13.375,0.01257324,-0.0525742,0.04000096,4.68E+00,,
13.38,0.01047516,-0.0504684,0.03999324,4.68E+00,,
13.385,0.01885986,-0.0525742,0.03371434,4.68E+00,,
13.39,0.01257324,-0.0504684,0.03789516,4.68E+00,,
13.395,0.01467133,-0.0525742,0.03790287,4.68E+00,,
13.4,0.01885986,-0.0546722,0.03581234,4.68E+00,,
13.405,0.01257324,-0.0525742,0.04000096,4.68E+00,,
13.41,0.01257324,-0.0105133,-0.00205994,4.68E+00,,
13.415,0.01257324,0.01261902,-0.02519226,4.68E+00,,
13.42,0.0230484,-0.012619,-0.0104294,4.68E+00,,
13.425,0.0083847,-0.025238,0.0168533,4.68E+00,,
13.43,0.01467133,-0.0441589,0.02948757,4.68E+00,,
13.435,0.01047516,-0.0504684,0.03999324,4.68E+00,,
13.44,0.01467133,-0.0441589,0.02948757,4.68E+00,,
13.445,0.02095795,-0.0504684,0.02951045,4.68E+00,,
13.45,0.01467133,-0.0525742,0.03790287,4.68E+00,,
13.455,0.01676178,-0.0525742,0.03581242,4.68E+00,,
13.46,0.01885986,-0.0525742,0.03371434,4.68E+00,,
13.465,0.01676178,-0.056778,0.04001622,4.68E+00,,
13.47,0.01467133,-0.0546722,0.04000087,4.68E+00,,
13.475,0.01257324,-0.0441589,0.03158566,4.68E+00,,
13.48,0.02514648,-0.0483627,0.02321622,4.68E+00,,
13.485,0.02095795,-0.0483627,0.02740475,4.68E+00,,
13.49,0.01676178,-0.0546722,0.03791042,4.68E+00,,
13.495,0.01257324,-0.056778,0.04420476,4.68E+00,,
13.5,0.00628662,-0.0525742,0.04628758,4.68E+00,,
13.505,0.01885986,-0.056778,0.03791814,4.68E+00,,
13.51,0.00209808,-0.0546722,0.05257412,4.68E+00,,
13.515,0.01885986,-0.0504684,0.03160854,4.68E+00,,
13.52,0.01885986,-0.056778,0.03791814,4.68E+00,,
13.525,0.02514648,-0.012619,-0.01252748,4.68E+00,,
13.53,0.02095795,-0.012619,-0.00833895,4.68E+00,,
13.535,0.02095795,-0.0273361,0.00637815,4.68E+00,,
13.54,0.01676178,-0.0357513,0.01898952,4.68E+00,,
13.545,0.0230484,-0.0378494,0.014801,4.68E+00,,
13.55,0.01676178,-0.0525742,0.03581242,4.68E+00,,
13.555,0.01885986,-0.0504684,0.03160854,4.68E+00,,
13.56,0.02095795,-0.0546722,0.03371425,4.68E+00,,
13.565,0.02724457,-0.0504684,0.02322383,4.68E+00,,
13.57,0.01467133,-0.0483627,0.03369137,4.68E+00,,
13.575,0.01676178,-0.0420609,0.02529912,4.68E+00,,
13.58,0.01467133,-0.0504684,0.03579707,4.68E+00,,
13.585,0.01676178,-0.0483627,0.03160092,4.68E+00,,
13.59,0.01676178,-0.0462646,0.02950282,4.68E+00,,
13.595,0.0230484,-0.0462646,0.0232162,4.68E+00,,
13.6,0.01676178,-0.0483627,0.03160092,4.69E+00,,
13.605,0.01676178,-0.056778,0.04001622,4.69E+00,,
13.61,0.01467133,-0.0546722,0.04000087,4.69E+00,,
13.615,0.01257324,-0.0546722,0.04209896,4.69E+00,,
13.62,0.02095795,-0.0189285,-0.00202945,4.69E+00,,
13.625,0.01467133,-0.0273361,0.01266477,4.69E+00,,
13.63,0.01467133,-0.0462646,0.03159327,4.69E+00,,
13.635,0.01257324,-0.0210266,0.00845336,4.69E+00,,
13.64,0.01257324,-0.0315399,0.01896666,4.69E+00,,
13.645,0.01885986,-0.0378494,0.01898954,4.69E+00,,
13.65,0.00628662,-0.0420609,0.03577428,4.69E+00,,
13.655,0.01467133,-0.0504684,0.03579707,4.69E+00,,
13.66,0.01467133,-0.0504684,0.03579707,4.69E+00,,
13.665,0.01676178,-0.0525742,0.03581242,4.69E+00,,
13.67,0.01047516,-0.0546722,0.04419704,4.69E+00,,
13.675,0.00628662,-0.056778,0.05049138,4.69E+00,,
13.68,0.01467133,-0.0525742,0.03790287,4.69E+00,,
13.685,0.01257324,-0.0441589,0.03158566,4.69E+00,,
13.69,0.02095795,-0.0504684,0.02951045,4.69E+00,,
13.695,0.02724457,-0.0525742,0.02532963,4.69E+00,,
13.7,0.01676178,-0.0546722,0.03791042,4.69E+00,,
13.705,0.01257324,-0.056778,0.04420476,4.69E+00,,
13.71,0.0230484,-0.0315399,0.0084915,4.69E+00,,
13.715,0.01467133,-0.0336456,0.01897427,4.69E+00,,
13.72,0.01467133,-0.0336456,0.01897427,4.69E+00,,
13.725,0.01676178,-0.0462646,0.02950282,4.69E+00,,
13.73,0.01467133,-0.0504684,0.03579707,4.69E+00,,
13.735,0.01885986,-0.0588837,0.04002384,4.69E+00,,
13.74,0.01467133,-0.0525742,0.03790287,4.69E+00,,
13.745,0.02095795,-0.0273361,0.00637815,4.69E+00,,
13.75,0.02095795,-0.0378494,0.01689145,4.69E+00,,
13.755,0.01467133,-0.0483627,0.03369137,4.69E+00,,
13.76,0.01257324,-0.0462646,0.03369136,4.69E+00,,
13.765,0.01257324,-0.0483627,0.03578946,4.69E+00,,
13.77,0.01047516,-0.0378494,0.02737424,4.69E+00,,
13.775,0.01467133,-0.0483627,0.03369137,4.69E+00,,
13.78,0.01257324,-0.0546722,0.04209896,4.69E+00,,
13.785,0.00418854,-0.0462646,0.04207606,4.69E+00,,
13.79,0.01467133,-0.0483627,0.03369137,4.69E+00,,
13.795,0.01676178,-0.056778,0.04001622,4.69E+00,,
13.8,0.0083847,-0.0441589,0.0357742,4.69E+00,,
13.805,0.0083847,-0.0483627,0.039978,4.69E+00,,
13.81,0.00628662,-0.0504684,0.04418178,4.69E+00,,
13.815,0.00628662,-0.0504684,0.04418178,4.69E+00,,
13.82,0.02095795,-0.0441589,0.02320095,4.69E+00,,
13.825,0.00628662,-0.0546722,0.04838558,4.69E+00,,
13.83,0.0083847,-0.0210266,0.0126419,4.69E+00,,
13.835,0.01047516,-0.0357513,0.02527614,4.69E+00,,
13.84,0.0230484,-0.0441589,0.0211105,4.69E+00,,
13.845,0.01257324,-0.0441589,0.03158566,4.69E+00,,
13.85,0.01257324,-0.0084152,-0.00415804,4.69E+00,,
13.855,0.01047516,-0.0336456,0.02317044,4.69E+00,,
13.86,0.01467133,-0.0357513,0.02107997,4.69E+00,,
13.865,0.01257324,-0.0441589,0.03158566,4.69E+00,,
13.87,0.01257324,-0.0462646,0.03369136,4.69E+00,,
13.875,-0.0062866,-0.056778,0.0630646,4.69E+00,,
13.88,0.01047516,-0.0525742,0.04209904,4.69E+00,,
13.885,0.01885986,-0.0483627,0.02950284,4.69E+00,,
13.89,0.01467133,-0.0420609,0.02738957,4.69E+00,,
13.895,0.01467133,-0.0525742,0.03790287,4.69E+00,,
13.9,0.01676178,-0.0462646,0.02950282,4.69E+00,,
13.905,0.01467133,-0.0483627,0.03369137,4.69E+00,,
13.91,0.01676178,-0.0504684,0.03370662,4.69E+00,,
13.915,0.0230484,-0.0441589,0.0211105,4.69E+00,,
13.92,0.02095795,-0.0357513,0.01479335,4.69E+00,,
13.925,0.01885986,-0.0399551,0.02109524,4.69E+00,,
13.93,0.01676178,-0.0420609,0.02529912,4.70E+00,,
13.935,0.01676178,-0.0525742,0.03581242,4.70E+00,,
13.94,-4.44E-16,-0.0546722,5.47E-02,4.70E+00,,
13.945,0.01257324,-0.0525742,0.04000096,4.70E+00,,
13.95,0.01676178,-0.0504684,0.03370662,4.70E+00,,
13.955,0.01257324,-0.0483627,0.03578946,4.70E+00,,
13.96,0.01676178,-0.0504684,0.03370662,4.70E+00,,
13.965,0.01885986,-0.0546722,0.03581234,4.70E+00,,
13.97,0.01047516,-0.0588837,0.04840854,4.70E+00,,
13.975,0.01676178,-0.0483627,0.03160092,4.70E+00,,
13.98,0.01467133,-0.0525742,0.03790287,4.70E+00,,
13.985,0.00628662,-0.0525742,0.04628758,4.70E+00,,
13.99,0.01467133,-0.0504684,0.03579707,4.70E+00,,
13.995,0.0083847,-0.056778,0.0483933,4.70E+00,,
14,0.01047516,-0.0441589,0.03368374,4.70E+00,,
14.005,0.01047516,-0.0504684,0.03999324,4.70E+00,,
14.01,0.02095795,-0.0210266,0.00006865,4.70E+00,,
14.015,0.01676178,-0.0357513,0.01898952,4.70E+00,,
14.02,0.01257324,-0.0420609,0.02948766,4.70E+00,,
14.025,0.01676178,-0.0441589,0.02739712,4.70E+00,,
14.03,0.01885986,-0.0483627,0.02950284,4.70E+00,,
14.035,0.01257324,-0.0441589,0.03158566,4.70E+00,,
14.04,0.01885986,-0.0357513,0.01689144,4.70E+00,,
14.045,0.01885986,-0.0462646,0.02740474,4.70E+00,,
14.05,0.01467133,-0.0462646,0.03159327,4.70E+00,,
14.055,0.01257324,-0.0462646,0.03369136,4.70E+00,,
14.06,0.01467133,-0.0105133,-0.00415803,4.70E+00,,
14.065,0.01676178,-0.0273361,0.01057432,4.70E+00,,
14.07,0.01257324,-0.0357513,0.02317806,4.70E+00,,
14.075,0.01676178,-0.0399551,0.02319332,4.70E+00,,
14.08,0.01676178,-0.0462646,0.02950282,4.70E+00,,
14.085,0.01047516,-0.0462646,0.03578944,4.70E+00,,
14.09,0.01257324,-0.0462646,0.03369136,4.70E+00,,
14.095,0.02095795,-0.0588837,0.03792575,4.70E+00,,
14.1,0.01257324,-0.0546722,0.04209896,4.70E+00,,
14.105,0.01257324,-0.0525742,0.04000096,4.70E+00,,
14.11,0.01047516,-0.0546722,0.04419704,4.70E+00,,
14.115,0.0230484,-0.0483627,0.0253143,4.70E+00,,
14.12,0.01467133,-0.0546722,0.04000087,4.70E+00,,
14.125,0.01467133,-0.0462646,0.03159327,4.70E+00,,
14.13,0.01676178,-0.0357513,0.01898952,4.70E+00,,
14.135,0.01047516,-0.0441589,0.03368374,4.70E+00,,
14.14,0.01467133,-0.0462646,0.03159327,4.70E+00,,
14.145,0.01047516,-0.0462646,0.03578944,4.70E+00,,
14.15,0.00418854,-0.0504684,0.04627986,4.70E+00,,
14.155,-4.44E-16,-0.0483627,4.84E-02,4.70E+00,,
14.16,0.00628662,-0.0399551,0.03366848,4.70E+00,,
14.165,0.0083847,-0.0441589,0.0357742,4.70E+00,,
14.17,0.0083847,-0.012619,0.0042343,4.70E+00,,
14.175,0.01676178,-0.0420609,0.02529912,4.70E+00,,
14.18,0.01047516,-0.0483627,0.03788754,4.70E+00,,
14.185,0.01047516,-0.0399551,0.02947994,4.70E+00,,
14.19,0.01885986,-0.0462646,0.02740474,4.70E+00,,
14.195,0.01676178,-0.0462646,0.02950282,4.70E+00,,
14.2,0.01676178,-0.0483627,0.03160092,4.70E+00,,
14.205,0.01047516,-0.0546722,0.04419704,4.70E+00,,
14.21,0.01257324,-0.0630875,0.05051426,4.70E+00,,
14.215,0.01676178,-0.0462646,0.02950282,4.70E+00,,
14.22,0.01676178,-0.0231323,0.00637052,4.70E+00,,
14.225,0.0230484,-0.0357513,0.0127029,4.70E+00,,
14.23,0.01467133,-0.0420609,0.02738957,4.70E+00,,
14.235,0.01257324,-0.0525742,0.04000096,4.70E+00,,
14.24,0.01676178,-0.0504684,0.03370662,4.70E+00,,
14.245,0.01047516,-0.0546722,0.04419704,4.71E+00,,
14.25,0.01885986,-0.0525742,0.03371434,4.71E+00,,
14.255,0.01467133,-0.0525742,0.03790287,4.71E+00,,
14.26,0.01467133,-0.0504684,0.03579707,4.71E+00,,
14.265,0.01257324,-0.0504684,0.03789516,4.71E+00,,
14.27,0.01676178,-0.0483627,0.03160092,4.71E+00,,
14.275,0.01467133,-0.012619,-0.00205233,4.71E+00,,
14.28,0.01467133,-0.0315399,0.01686857,4.71E+00,,
14.285,0.01047516,-0.0399551,0.02947994,4.71E+00,,
14.29,0.01257324,-0.0483627,0.03578946,4.71E+00,,
14.295,0.01885986,-0.0546722,0.03581234,4.71E+00,,
14.3,0.01467133,-0.0441589,0.02948757,4.71E+00,,
14.305,0.01257324,-0.0483627,0.03578946,4.71E+00,,
14.31,0.01257324,-0.0378494,0.02527616,4.71E+00,,
14.315,0.01467133,-0.0504684,0.03579707,4.71E+00,,
14.32,0.01467133,-0.0483627,0.03369137,4.71E+00,,
14.325,0.01885986,-0.0525742,0.03371434,4.71E+00,,
14.33,0.02724457,-0.0441589,0.01691433,4.71E+00,,
14.335,0.0230484,-0.0483627,0.0253143,4.71E+00,,
14.34,0.01676178,-0.0483627,0.03160092,4.71E+00,,
14.345,0.01676178,-0.0483627,0.03160092,4.71E+00,,
14.35,0.0230484,-0.0609818,0.0379334,4.71E+00,,
14.355,0.01257324,-0.056778,0.04420476,4.71E+00,,
14.36,0.02095795,-0.056778,0.03582005,4.71E+00,,
14.365,0.01257324,-0.0504684,0.03789516,4.71E+00,,
14.37,0.01885986,-0.0441589,0.02529904,4.71E+00,,
14.375,0.01467133,-0.0504684,0.03579707,4.71E+00,,
14.38,0.00628662,-0.0168228,0.01053618,4.71E+00,,
14.385,0.0230484,-0.0231323,0.0000839,4.71E+00,,
14.39,0.02095795,-0.0336456,0.01268765,4.71E+00,,
14.395,0.02724457,-0.0378494,0.01060483,4.71E+00,,
14.4,0.01885986,-0.0378494,0.01898954,4.71E+00,,
14.405,0.01885986,-0.0441589,0.02529904,4.71E+00,,
14.41,0.01676178,-0.0504684,0.03370662,4.71E+00,,
14.415,0.01676178,-0.0483627,0.03160092,4.71E+00,,
14.42,0.01885986,-0.0462646,0.02740474,4.71E+00,,
14.425,0.01676178,-0.0504684,0.03370662,4.71E+00,,
14.43,0.0230484,-0.025238,0.0021896,4.71E+00,,
14.435,0.01676178,-0.0399551,0.02319332,4.71E+00,,
14.44,0.02095795,-0.0420609,0.02110295,4.71E+00,,
14.445,0.01467133,-0.0546722,0.04000087,4.71E+00,,
14.45,0.01676178,-0.0483627,0.03160092,4.71E+00,,
14.455,0.01885986,-0.0504684,0.03160854,4.71E+00,,
14.46,0.01676178,-0.0399551,0.02319332,4.71E+00,,
14.465,0.01676178,-0.0504684,0.03370662,4.71E+00,,
14.47,0.02095795,-0.0504684,0.02951045,4.71E+00,,
14.475,0.01257324,-0.0588837,0.04631046,4.71E+00,,
14.48,0.01467133,-0.0525742,0.03790287,4.71E+00,,
14.485,0.01676178,-0.0231323,0.00637052,4.71E+00,,
14.49,0.00628662,-0.025238,0.01895138,4.71E+00,,
14.495,0.01257324,-0.0420609,0.02948766,4.71E+00,,
14.5,0.02514648,-0.0483627,0.02321622,4.71E+00,,
14.505,0.01467133,-0.0441589,0.02948757,4.71E+00,,
14.51,0.01467133,-0.0504684,0.03579707,4.71E+00,,
14.515,0.01676178,-0.0483627,0.03160092,4.71E+00,,
14.52,0.01676178,-0.0063095,-0.01045228,4.71E+00,,
14.525,0.01467133,-0.0357513,0.02107997,4.71E+00,,
14.53,0.02514648,-0.0420609,0.01691442,4.71E+00,,
14.535,0.0083847,-0.0483627,0.039978,4.71E+00,,
14.54,0.01047516,-0.0504684,0.03999324,4.71E+00,,
14.545,0.01467133,-0.0525742,0.03790287,4.71E+00,,
14.55,0.01467133,-0.0399551,0.02528377,4.71E+00,,
14.555,0.01047516,-0.0462646,0.03578944,4.71E+00,,
14.56,0.02095795,-0.0483627,0.02740475,4.71E+00,,
14.565,0.01467133,-0.0441589,0.02948757,4.71E+00,,
14.57,0.01676178,-0.0420609,0.02529912,4.71E+00,,
14.575,0.02724457,-0.0525742,0.02532963,4.71E+00,,
14.58,0.01257324,-0.0504684,0.03789516,4.71E+00,,
14.585,0.01257324,-0.0525742,0.04000096,4.71E+00,,
14.59,0.01047516,-0.0231323,0.01265714,4.71E+00,,
14.595,0.01257324,-0.0336456,0.02107236,4.71E+00,,
14.6,0.01047516,-0.0399551,0.02947994,4.71E+00,,
14.605,0.01257324,-0.0483627,0.03578946,4.72E+00,,
14.61,0.01676178,-0.0273361,0.01057432,4.72E+00,,
14.615,0.01047516,-0.0378494,0.02737424,4.72E+00,,
14.62,0.01467133,-0.0441589,0.02948757,4.72E+00,,
14.625,0.0083847,-0.0483627,0.039978,4.72E+00,,
14.63,0.00628662,-0.0399551,0.03366848,4.72E+00,,
14.635,0.01885986,-0.0546722,0.03581234,4.72E+00,,
14.64,0.01467133,-0.0525742,0.03790287,4.72E+00,,
14.645,0.00209808,-0.0546722,0.05257412,4.72E+00,,
14.65,0.01467133,-0.0546722,0.04000087,4.72E+00,,
14.655,0.02514648,-0.0525742,0.02742772,4.72E+00,,
14.66,0.01676178,-0.0462646,0.02950282,4.72E+00,,
14.665,0.0230484,-0.0525742,0.0295258,4.72E+00,,
14.67,0.01676178,-0.0483627,0.03160092,4.72E+00,,
14.675,0.01676178,-0.0546722,0.03791042,4.72E+00,,
14.68,0.01885986,-0.0399551,0.02109524,4.72E+00,,
14.685,0.01467133,-0.0483627,0.03369137,4.72E+00,,
14.69,0.01047516,-0.0441589,0.03368374,4.72E+00,,
14.695,0.00418854,-0.0105133,0.00632476,4.72E+00,,
14.7,0.02514648,-0.0231323,-0.00201418,4.72E+00,,
14.705,0.01257324,-0.0336456,0.02107236,4.72E+00,,
14.71,0.01047516,-0.0378494,0.02737424,4.72E+00,,
14.715,0.01047516,-0.0378494,0.02737424,4.72E+00,,
14.72,0.00628662,-0.0462646,0.03997798,4.72E+00,,
14.725,0.01257324,-0.0420609,0.02948766,4.72E+00,,
14.73,0.02095795,-0.0042038,-0.01675415,4.72E+00,,
14.735,0.02095795,-0.0294418,0.00848385,4.72E+00,,
14.74,0.01257324,-0.0336456,0.02107236,4.72E+00,,
14.745,0.01047516,-0.0441589,0.03368374,4.72E+00,,
14.75,0.01676178,-0.0504684,0.03370662,4.72E+00,,
14.755,0.0083847,-0.0504684,0.0420837,4.72E+00,,
14.76,0.01257324,-0.0441589,0.03158566,4.72E+00,,
14.765,0.01467133,-0.0462646,0.03159327,4.72E+00,,
14.77,0.01467133,-0.0462646,0.03159327,4.72E+00,,
14.775,0.00418854,-0.0504684,0.04627986,4.72E+00,,
14.78,0.02095795,-0.0483627,0.02740475,4.72E+00,,
14.785,0.01257324,-0.0399551,0.02738186,4.72E+00,,
14.79,0.01257324,-0.0378494,0.02527616,4.72E+00,,
14.795,0.01257324,-0.0084152,-0.00415804,4.72E+00,,
14.8,0.01047516,-0.0210266,0.01055144,4.72E+00,,
14.805,0.01047516,-0.0378494,0.02737424,4.72E+00,,
14.81,0.0083847,-0.0483627,0.039978,4.72E+00,,
14.815,0.00418854,-0.0462646,0.04207606,4.72E+00,,
14.82,0.01467133,-0.0210266,0.00635527,4.72E+00,,
14.825,0.01676178,-0.0399551,0.02319332,4.72E+00,,
14.83,0.01467133,-0.0462646,0.03159327,4.72E+00,,
14.835,0.01467133,-0.0525742,0.03790287,4.72E+00,,
14.84,0.01047516,-0.0462646,0.03578944,4.72E+00,,
14.845,0.0083847,-0.0483627,0.039978,4.72E+00,,
14.85,0.01257324,-0.0441589,0.03158566,4.72E+00,,
14.855,0.02514648,-0.0525742,0.02742772,4.72E+00,,
14.86,0.01676178,-0.0462646,0.02950282,4.72E+00,,
14.865,0.01885986,-0.0483627,0.02950284,4.72E+00,,
14.87,0.01885986,-0.0504684,0.03160854,4.72E+00,,
14.875,0.0083847,-0.0504684,0.0420837,4.72E+00,,
14.88,-4.44E-16,-0.0483627,4.84E-02,4.72E+00,,
14.885,0.01676178,-0.0462646,0.02950282,4.72E+00,,
14.89,0.0083847,-0.0546722,0.0462875,4.72E+00,,
14.895,0.01885986,-0.0588837,0.04002384,4.72E+00,,
14.9,0.02095795,-0.0525742,0.03161625,4.72E+00,,
14.905,0.02095795,-0.0084152,-0.01254275,4.72E+00,,
14.91,0.01047516,0.00840759,-0.01888275,4.72E+00,,
14.915,0.02095795,-0.0189285,-0.00202945,4.72E+00,,
14.92,0.02095795,-0.0441589,0.02320095,4.72E+00,,
14.925,0.01885986,-0.0483627,0.02950284,4.72E+00,,
14.93,0.02095795,-0.0483627,0.02740475,4.72E+00,,
14.935,0.01047516,-0.0462646,0.03578944,4.72E+00,,
14.94,0.01257324,-0.0504684,0.03789516,4.72E+00,,
14.945,0.0083847,-0.0546722,0.0462875,4.72E+00,,
14.95,0.01676178,-0.0483627,0.03160092,4.72E+00,,
14.955,0.02095795,-0.0546722,0.03371425,4.72E+00,,
14.96,0.01676178,-0.0504684,0.03370662,4.73E+00,,
14.965,0.01047516,-0.0525742,0.04209904,4.73E+00,,
14.97,0.0083847,-0.0462646,0.0378799,4.73E+00,,
14.975,0.01467133,-0.0420609,0.02738957,4.73E+00,,
14.98,0.01676178,-0.0441589,0.02739712,4.73E+00,,
14.985,0.01676178,-0.0441589,0.02739712,4.73E+00,,
14.99,0.01676178,-0.0504684,0.03370662,4.73E+00,,
14.995,0.01885986,-0.0441589,0.02529904,4.73E+00,,
15,0.0083847,-0.0420609,0.0336762,4.73E+00,,
15.005,0.02095795,-0.0462646,0.02530665,4.73E+00,,
15.01,0.01257324,-0.0315399,0.01896666,4.73E+00,,
15.015,0.01047516,-0.0168228,0.00634764,4.73E+00,,
15.02,0.01047516,-0.0273361,0.01686094,4.73E+00,,
15.025,0.01467133,-0.0420609,0.02738957,4.73E+00,,
15.03,0.01885986,-0.0273361,0.00847624,4.73E+00,,
15.035,0.01047516,-0.0357513,0.02527614,4.73E+00,,
15.04,0.01676178,-0.0378494,0.02108762,4.73E+00,,
15.045,0.01257324,-0.0399551,0.02738186,4.73E+00,,
15.05,0.01676178,-0.0420609,0.02529912,4.73E+00,,
15.055,0.01467133,-0.0525742,0.03790287,4.73E+00,,
15.06,0.02095795,-0.0504684,0.02951045,4.73E+00,,
15.065,0.02095795,-0.0546722,0.03371425,4.73E+00,,
15.07,0.02095795,-0.0588837,0.03792575,4.73E+00,,
15.075,0.02514648,-0.0504684,0.02532192,4.73E+00,,
15.08,0.01885986,-0.0525742,0.03371434,4.73E+00,,
15.085,0.01467133,-0.0462646,0.03159327,4.73E+00,,
15.09,0.01676178,-0.0483627,0.03160092,4.73E+00,,
15.095,0.01885986,-0.0441589,0.02529904,4.73E+00,,
15.1,0.01047516,-0.0441589,0.03368374,4.73E+00,,
15.105,0.01257324,-0.0462646,0.03369136,4.73E+00,,
15.11,-4.44E-16,-0.0462646,4.63E-02,4.73E+00,,
15.115,0.00628662,-0.0504684,0.04418178,4.73E+00,,
15.12,0.0083847,-0.0021057,-0.006279,4.73E+00,,
15.125,0.01676178,-0.0147247,-0.00203708,4.73E+00,,
15.13,0.01257324,-0.0273361,0.01476286,4.73E+00,,
15.135,0.01047516,-0.0336456,0.02317044,4.73E+00,,
15.14,0.01467133,-0.0420609,0.02738957,4.73E+00,,
15.145,0.0083847,-0.0441589,0.0357742,4.73E+00,,
15.15,0.01885986,-0.0378494,0.01898954,4.73E+00,,
15.155,0.01467133,-0.0462646,0.03159327,4.73E+00,,
15.16,0.0083847,-0.0483627,0.039978,4.73E+00,,
15.165,0.0230484,-0.0525742,0.0295258,4.73E+00,,
15.17,0.01676178,-0.0588837,0.04212192,4.73E+00,,
15.175,0.01257324,-0.0546722,0.04209896,4.73E+00,,
15.18,0.01257324,-0.0483627,0.03578946,4.73E+00,,
15.185,0.01467133,-0.0462646,0.03159327,4.73E+00,,
15.19,0.01885986,-0.0462646,0.02740474,4.73E+00,,
15.195,0.01676178,-0.0525742,0.03581242,4.73E+00,,
15.2,0.01676178,-0.0504684,0.03370662,4.73E+00,,
15.205,0.01047516,-0.0420609,0.03158574,4.73E+00,,
15.21,0.01885986,-0.0357513,0.01689144,4.73E+00,,
15.215,0.01257324,-0.0315399,0.01896666,4.73E+00,,
15.22,0.0083847,-0.0420609,0.0336762,4.73E+00,,
15.225,0.01676178,-0.0084152,-0.00834658,4.73E+00,,
15.23,0.01885986,-0.0294418,0.01058194,4.73E+00,,
15.235,0.0083847,-0.0336456,0.0252609,4.73E+00,,
15.24,0.01885986,-0.0378494,0.01898954,4.73E+00,,
15.245,0.01047516,-0.0420609,0.03158574,4.73E+00,,
15.25,0.01257324,-0.0441589,0.03158566,4.73E+00,,
15.255,0.01467133,-0.0462646,0.03159327,4.73E+00,,
15.26,0.01885986,-0.0462646,0.02740474,4.73E+00,,
15.265,0.00209808,-0.0462646,0.04416652,4.73E+00,,
15.27,0.01676178,-0.0462646,0.02950282,4.73E+00,,
15.275,0.01467133,-0.0504684,0.03579707,4.73E+00,,
